UKFoodCode	FoodName
15-571	Ratatouille
15-572	Re-fried beans
15-573	Red pea loaf
15-574	Rice and black-eye beans
15-575	"Rice and black-eye beans, brown rice"
15-576	Rice and pigeon peas
15-577	"Rice and pigeon peas, brown rice"
15-578	Rice and red kidney beans
15-593	"Salad, rice, brown"
15-580	Rice and split peas
15-569	"Potato cakes, fried in vegetable oil"
15-582	"Risotto, vegetable, brown rice"
15-583	"Rissoles, chick pea, fried in sunflower oil"
15-584	"Rissoles, chick pea, fried in vegetable oil"
15-585	"Rissoles, vegetable, fried in sunflower oil"
15-586	"Rissoles, vegetable, fried in vegetable oil"
15-587	"Roulade, spinach"
15-588	"Salad, beetroot"
15-589	"Salad, Greek"
15-590	"Salad, pasta"
15-579	"Rice and red kidney beans, brown rice"
15-462	"Curry, chick pea dahl and spinach, with vegetable oil"
15-474	"Curry, egg and potato"
15-519	"Flan, lentil and tomato"
15-453	"Curry, black gram dahl"
15-454	"Curry, black gram, whole, Bengali"
15-455	"Curry, black gram, whole, Gujerati"
15-456	"Curry, black gram, whole and red kidney bean"
15-457	"Curry, black-eye bean, Gujerati"
15-458	"Curry, Bombay potato"
15-459	"Curry, cabbage"
15-543	"Okra with tomatoes and onion, Greek"
15-461	"Curry, chick pea dahl and spinach, with butter"
15-449	"Crumble, vegetable in tomato base"
15-463	"Curry, chick pea, whole"
15-464	"Curry, chick pea, whole, basic"
15-465	"Curry, chick pea, whole and potato"
15-466	"Curry, chick pea, whole and tomato, Gujerati, with butter ghee"
15-467	"Curry, chick pea, whole and tomato, Gujerati, with vegetable oil"
15-468	"Curry, courgette and potato"
15-471	"Curry, dudhi, kofta"
15-472	"Curry, egg, with butter"
15-473	"Curry, egg, with vegetable oil"
15-460	"Curry, cauliflower and potato"
15-439	"Chilli, bean and lentil"
15-428	Callaloo and cho cho
15-429	Callaloo and okra
15-430	"Cannelloni, spinach"
15-431	"Casserole, bean and mixed vegetable"
15-432	"Casserole, bean and root vegetable"
15-433	"Casserole, sweet potato and green banana"
15-434	"Cauliflower cheese, made with skimmed milk"
15-435	"Cauliflower in white sauce, made with whole milk"
15-436	"Cauliflower in white sauce, made with semi-skimmed milk"
15-451	"Curry, almond"
15-438	Cauliflower with onions and chilli pepper
15-452	"Curry, aubergine"
15-440	"Chilli, Quorn"
15-441	"Cho cho fritters, fried in vegetable oil"
15-442	"Coco fritters, fried in vegetable oil"
15-443	Coo-coo
15-444	"Corn fritters, fried in vegetable oil"
15-445	Corn pudding
15-446	Courgettes with eggs
15-447	"Crumble, vegetable in milk base"
15-448	"Crumble, vegetable in milk base, wholemeal"
15-437	"Cauliflower in white sauce, made with skimmed milk"
15-509	"Curry, vegetable, West Indian"
15-498	"Curry, potato, Gujerati"
15-499	"Curry, potato, Punjabi"
15-500	"Curry, potato and pea"
15-501	"Curry, red kidney bean, Gujerati"
15-502	"Curry, red kidney and mung bean, whole"
15-503	"Curry, spinach"
15-504	"Curry, spinach and potato"
15-505	"Curry, tinda gourd and potato"
15-506	"Curry, vegetable, frozen mixed vegetables"
15-517	"Flan, cheese, onion and potato"
15-508	"Curry, vegetable, Pakistani"
15-518	"Flan, cheese, onion and potato, wholemeal"
15-510	"Curry, vegetable, with yogurt"
15-511	Dal Dhokari
15-512	"Dosa, plain"
15-513	"Dosa, filling, vegetable"
15-514	"Falafel, fried in vegetable oil"
15-515	"Flan, cheese and mushroom"
15-516	"Flan, cheese and mushroom, wholemeal"
15-475	"Curry, green bean"
15-450	"Crumble, vegetable in tomato base, wholemeal"
15-507	"Curry, vegetable, Islami"
15-487	"Curry, mung bean dahl, Bengali"
15-476	"Curry, karela"
15-477	"Curry, lentil, red/masoor dahl, with butter"
15-478	"Curry, lentil, red/masoor dahl, with vegetable oil"
15-479	"Curry, lentil, red/masoor dahl, Punjabi"
15-480	"Curry, lentil, red/masoor dahl and tomato, with butter"
15-481	"Curry, lentil, red/masoor dahl and tomato, with vegetable oil"
15-482	"Curry, lentil, red/masoor dahl and tomato, Punjabi"
15-483	"Curry, lentil, red/masoor dahl and mung bean dahl"
15-484	"Curry, lentil, red/masoor dahl and vegetable"
15-486	"Curry, lentil, whole/masoor, Punjabi"
15-497	"Curry, pigeon pea dahl with tomatoes and peanuts"
15-488	"Curry, mung bean dahl and spinach"
15-489	"Curry, mung bean, whole, Gujerati"
15-490	"Curry, mung bean, whole, Punjabi"
15-491	"Curry, mung bean, whole and turnip leaves"
15-492	"Curry, okra"
15-493	"Curry, pea and potato"
15-494	"Curry, pigeon pea dahl, with butter"
15-495	"Curry, pigeon pea dahl, with vegetable oil"
15-496	"Curry, pigeon pea dahl and tomato"
15-485	"Curry, lentil, whole/masoor, Gujerati"
15-372	"Flan, vegetable"
15-362	"Vegetable kiev, baked"
15-363	"Vegetable and cheese grill/burger, in crumbs, baked/grilled"
15-364	"Vegetables, stir-fried, takeaway"
15-365	"Vegetarian sausages, baked/grilled"
15-366	"Beanburger, soya, fried in vegetable oil"
15-367	"Cannelloni, vegetable"
15-368	"Casserole, vegetable"
15-369	"Cauliflower cheese, made with semi-skimmed milk"
15-380	"Salad, green"
15-371	"Curry, chick pea dahl"
15-381	"Salad, rice"
15-373	Garlic mushrooms (not coated)
15-374	Nut roast
15-376	"Pancakes, stuffed with vegetables"
15-377	"Pasty, vegetable"
15-378	"Risotto, vegetable"
15-379	"Pie, vegetable"
15-358	"Vegetable grill/burger, in crumbs, baked/grilled"
15-370	"Chilli, vegetable, homemade"
15-340	"Vegeburger mix, made up with water and egg, grilled"
15-331	"Vegeburger, retail, grilled"
15-332	Vegeburger mix
15-333	"Vegeburger mix, made up with water"
15-334	"Vegeburger mix, made up with water, fried in sunflower oil"
15-335	"Vegeburger mix, made up with water, fried in vegetable oil"
15-336	"Vegeburger mix, made up with water, grilled"
15-337	"Vegeburger mix, made up with water and egg"
15-338	"Vegeburger mix, made up with water and egg, fried in sunflower oil"
15-342	Vegetable pancake roll
15-393	"Bhaji, cabbage"
15-357	"biryani, vegetable, takeaway"
15-382	Vegetable bake
15-343	Vegetable pate
15-344	"Vegetable stir fry mix, fried in corn oil"
15-345	"Vegetable stir fry mix, fried in sunflower oil"
15-346	"Vegetable stir fry mix, fried in vegetable oil"
15-352	"Enchiladas, vegetable, takeaway"
15-353	"Protein substitute grill/burger, unbreaded, baked/grilled"
15-355	"Vegetable curry, Thai, takeaway"
15-356	"Vegetable balti, takeaway"
15-339	"Vegeburger mix, made up with water and egg, fried in vegetable oil"
15-416	"Bhaji, spinach"
15-391	"Bhaji, aubergine and potato"
15-407	"Bhaji, okra, Bangladeshi, with vegetable oil"
15-408	"Bhaji, okra, Islami"
15-409	"Bhaji, pea"
15-410	"Bhaji, potato, with butter ghee"
15-411	"Bhaji, potato, with vegetable oil"
15-412	"Bhaji, potato and fenugreek leaves"
15-413	"Bhaji, potato and green pepper"
15-405	"Bhaji, mustard leaves and spinach"
15-415	"Bhaji, potato, onion and mushroom"
15-404	"Bhaji, mustard leaves"
15-417	"Bhaji, spinach and potato"
15-418	"Bhaji, turnip"
15-419	"Bhaji, turnip and onion"
15-420	"Bhaji, vegetable, with butter"
15-421	"Bhaji, vegetable, with vegetable oil"
15-422	"Broccoli in cheese sauce, made with whole milk"
15-423	"Broccoli in cheese sauce, made with semi-skimmed milk"
15-424	"Broccoli in cheese sauce, made with skimmed milk"
15-425	"Bubble and squeak, fried in lard"
15-414	"Bhaji, potato and onion"
15-394	"Bhaji, cabbage and pea, with butter ghee"
15-384	"Cauliflower cheese, made with whole milk"
15-385	"Aubergine, stuffed with rice"
15-386	"Aubergine, stuffed with vegetables, cheese topping"
15-387	Bean loaf
15-388	"Beanburger, aduki, fried in vegetable oil"
15-389	"Beanburger, butter bean, fried in vegetable oil"
15-390	"Beanburger, red kidney bean, fried in vegetable oil"
15-330	"Vegeburger, retail, fried in vegetable oil"
15-406	"Bhaji, okra, Bangladeshi, with butter ghee"
15-305	"Samosas, vegetable, retail"
15-383	"Bubble and squeak, fried in vegetable oil"
15-395	"Bhaji, cabbage and pea, with vegetable oil"
15-396	"Bhaji, cabbage and potato, with butter"
15-397	"Bhaji, cabbage and potato, with vegetable oil"
15-398	"Bhaji, carrot, potato and pea, with butter"
15-399	"Bhaji, carrot, potato and pea, with vegetable oil"
15-400	"Bhaji, cauliflower"
15-401	"Bhaji, cauliflower and potato"
15-402	"Bhaji, cauliflower and vegetable"
15-403	"Bhaji, mushroom"
15-392	"Bhaji, aubergine, pea, potato and cauliflower"
15-189	"Lasagne, vegetable, retail"
15-132	"Curry, mung bean dahl and tomato"
15-146	"Curry, red kidney bean, Punjabi"
15-155	"Curry, vegetable, retail, with rice"
15-156	"Curry, vegetable, takeaway"
15-163	"Flan, broccoli"
15-164	"Flan, broccoli, wholemeal"
15-165	"Flan, cauliflower cheese"
15-166	"Flan, cauliflower cheese, wholemeal"
15-209	"Nut croquettes, fried in vegetable oil"
15-188	"Lasagne, vegetable, wholemeal"
15-115	"Curry, gobi aloo sag, retail"
15-190	Laverbread
15-198	Lentil roast
15-199	"Lentil roast, with egg"
15-200	Lentil and nut roast
15-201	"Lentil and nut roast, with egg"
15-206	"Moussaka, vegetable, retail"
15-207	"Mushroom Dopiaza, retail"
15-314	"Soya mince, granules"
15-186	"Lasagne, spinach, wholemeal"
15-047	"Bhaji, vegetable, Punjabi, with butter"
15-426	"Bubble and squeak, fried in sunflower oil"
13-336	Sauerkraut
15-001	"Aubergine, stuffed with lentils and vegetables"
15-016	"Bhaji, cabbage and spinach"
15-021	"Bhaji, cauliflower, potato and pea, with butter"
15-022	"Bhaji, cauliflower, potato and pea, with vegetable oil"
15-024	"Bhaji, green bean"
15-025	"Bhaji, karela, with butter ghee"
15-130	"Curry, mung bean dahl, Punjabi"
15-040	"Bhaji, potato, spinach and cauliflower"
15-125	"Curry, lentil, red/masoor dahl, mung bean dahl and tomato"
15-048	"Bhaji, vegetable, Punjabi, with vegetable oil"
15-074	"Chilli, vegetable, retail"
15-077	"Coleslaw, with mayonnaise, retail"
15-078	"Coleslaw, with reduced calorie dressing, retail"
15-079	"Coleslaw, with vinaigrette, retail"
15-095	"Curry, black-eye bean, Punjabi"
15-107	"Curry, chick pea, whole and tomato, Punjabi, with butter"
15-108	"Curry, chick pea, whole and tomato, Punjabi, with vegetable oil"
15-210	"Nut cutlets, retail, fried in sunflower oil"
15-026	"Bhaji, karela, with vegetable oil"
15-313	"Shepherd's pie, vegetable, retail"
15-281	"Rissoles, rice, fried in sunflower oil"
15-282	"Rissoles, rice, fried in vegetable oil"
15-286	"Salad, bean, retail"
15-288	"Salad, carrot and nut with French dressing, retail"
15-289	"Salad, carrot and nut with mayonnaise, retail"
15-290	"Salad, Florida, retail"
15-294	"Salad, pasta, wholemeal"
15-297	"Salad, potato, with mayonnaise, retail"
15-208	"Nut croquettes, fried in sunflower oil"
15-304	"Salad, Waldorf, retail"
15-264	"Ratatouille, retail"
15-317	"Tagliatelle, with vegetables, retail"
15-321	"Tomatoes, stuffed with rice"
15-323	Vegebanger mix
15-324	"Vegebanger mix, made up with water"
15-325	"Vegebanger mix, made up with water, fried in sunflower oil"
15-326	"Vegebanger mix, made up with water, fried in vegetable oil"
15-327	"Vegebanger mix, made up with water and egg"
15-328	"Vegebanger mix, made up with water and egg, fried in sunflower oil"
15-298	"Salad, potato, with reduced calorie dressing, retail"
15-227	"Pakora/bhajia, onion, retail"
15-211	"Nut cutlets, retail, fried in vegetable oil"
15-212	"Nut cutlets, retail, grilled"
15-214	"Nut roast, with egg"
15-215	Nut and rice roast
15-216	"Nut and rice roast, with egg"
15-217	Nut and seed roast
15-218	"Nut and seed roast, with egg"
15-219	Nut and vegetable roast
15-280	"Rissoles, lentil, fried in vegetable oil"
15-221	"Nut, mushroom and rice roast"
15-279	"Rissoles, lentil, fried in sunflower oil"
15-232	"Pakora/bhajia, vegetable, retail"
15-252	"Pizza, cheese and tomato, homemade"
15-253	"Pizza, cheese and tomato, wholemeal, homemade"
15-255	"Pizza, tomato, homemade"
15-256	"Pizza, tomato, wholemeal, homemade"
15-259	"Potato, leek and celery bake"
15-261	Potatoes with eggs
15-262	Quorn korma
15-329	"Vegebanger mix, made up with water and egg, fried in vegetable oil"
15-220	"Nut and vegetable roast, with egg"
17-418	"Sweetcorn, dried"
17-416	"Mushroom, dried"
17-417	"Spinach, dried"
17-412	"Cabbage, dried"
17-415	"Green beans, dried"
17-413	"Courgette, dried"
13-173	"Broccoli, green, frozen, boiled in unsalted water"
13-164	"Beetroot, raw"
13-165	"Beetroot, boiled in salted water"
13-166	"Beetroot, pickled, drained"
13-167	"Breadfruit, raw"
13-168	"Breadfruit, boiled in unsalted water"
13-169	"Breadfruit, canned, drained"
13-170	"Broccoli, green, raw"
13-172	"Broccoli, green, boiled in unsalted water"
13-161	"Aubergine, raw"
13-174	"Broccoli, purple sprouting, raw"
13-175	"Broccoli, purple sprouting, boiled in salted water"
13-176	"Broccoli, purple sprouting, boiled in unsalted water"
13-177	"Brussels sprouts, raw"
13-178	"Brussels sprouts, boiled in salted water"
13-179	"Brussels sprouts, boiled in unsalted water"
13-182	"Brussels sprouts, canned, drained"
13-187	"Cabbage, Chinese, raw"
13-171	"Broccoli, green, boiled in salted water"
13-150	"Amaranth leaves, boiled in unsalted water"
13-188	"Cabbage, January King, raw"
50-785	"Mushrooms, common, fried in blended oil"
50-794	"Onions, fried in blended oil"
50-828	"Tomatoes, fried in blended oil"
13-145	"Ackee, canned, drained"
13-146	"Agar, dried"
13-147	"Agar, dried, soaked and drained"
13-163	"Bamboo shoots, canned, drained"
13-149	"Amaranth leaves, raw"
13-162	"Aubergine, fried in corn oil"
13-151	"Arrowhead, raw"
13-152	"Arrowhead, boiled in unsalted water"
13-153	"Artichoke, globe, raw"
13-154	"Artichoke, globe, boiled, weighed as served"
13-155	"Artichoke, globe, boiled in unsalted water"
13-156	"Artichoke, Jerusalem, boiled in unsalted water"
13-157	"Asparagus, raw"
13-160	"Asparagus, canned, re-heated, drained"
13-148	"Alfalfa sprouts, raw"
13-368	"Sweetcorn, kernels, raw"
13-186	"Cabbage, frozen, boiled in unsalted water"
13-354	"Squash, acorn, baked"
13-355	"Squash, butternut, raw"
13-356	"Squash, butternut, baked"
13-357	"Squash, spaghetti, raw"
13-358	"Squash, spaghetti, baked"
13-359	"Swede, raw"
13-360	"Swede, boiled in salted water"
13-361	"Swede, boiled in unsalted water"
13-363	"Sweet potato, baked"
13-365	"Sweet potato, steamed"
13-352	"Spring onions, bulbs and tops, raw"
13-367	"Sweetcorn, baby, canned, drained"
13-351	"Spring onions, bulbs only, raw"
13-369	"Sweetcorn, kernels, boiled in salted water"
13-370	"Sweetcorn, kernels, boiled in unsalted water"
13-372	"Sweetcorn, on-the-cob, whole, raw"
13-373	"Sweetcorn, on-the-cob, whole, boiled in salted water"
13-374	"Sweetcorn, on-the-cob, whole, boiled in unsalted water"
13-375	"Tannia, raw"
13-376	"Taro, raw"
13-377	"Taro, baked"
13-378	"Taro, boiled in unsalted water"
13-379	"Taro, steamed"
13-380	"Taro leaves, raw"
13-381	"Taro leaves, steamed"
13-366	"Sweetcorn, baby, fresh and frozen, boiled in salted water"
13-333	"Rape leaves, raw"
13-319	"Peppers, capsicum, green, boiled in salted water"
13-320	"Peppers, capsicum, red, raw"
13-321	"Peppers, capsicum, red, boiled in salted water"
13-322	"Peppers, capsicum, yellow, raw"
13-323	"Plantain, raw"
13-324	"Plantain, boiled in unsalted water"
13-325	"Plantain, ripe, fried in oil"
13-326	"Pumpkin, raw"
13-327	"Pumpkin, boiled in salted water"
13-329	"Raddiccio, raw"
13-330	"Radish, red, raw"
13-353	"Squash, acorn, raw"
13-332	"Radish leaves, raw"
13-389	"Turnip, raw"
13-334	"Salsify, raw"
13-335	"Salsify, boiled in salted water"
13-337	"Seakale, boiled"
13-338	"Seaweed, Irish moss, raw"
13-339	"Seaweed, kombu, dried, raw"
13-340	"Seaweed, nori, dried, raw"
13-341	"Seaweed, wakame, dried, raw"
13-342	"Shallots, raw"
13-347	"Spinach, canned, drained"
13-348	"Spring greens, raw"
13-349	"Spring greens, boiled in salted water"
13-350	"Spring greens, boiled in unsalted water"
13-331	"Radish, white/mooli, raw"
13-462	"Watercress, raw"
13-449	"Carrots, young, boiled in unsalted water"
13-450	"Carrots, canned, re-heated, drained"
13-451	"Celery, raw"
13-452	"Leeks, boiled in unsalted water"
13-453	"Lettuce, average, raw"
13-454	"Parsnip, boiled in unsalted water"
13-455	"Quorn, pieces, as purchased"
13-456	"Spinach, raw"
13-457	"Spinach, boiled in unsalted water"
13-458	"Spinach, frozen, boiled in unsalted water"
13-459	"Sweetcorn, kernels, canned, re-heated, drained"
13-385	"Tomatoes, fried in corn oil"
13-461	"Tomatoes, canned, whole contents"
13-446	"Carrots, old, raw"
13-463	"Sweet potato, raw"
13-464	"Sweet potato, boiled in salted water"
13-466	"Leeks, raw"
13-467	"Tomatoes, grilled"
13-468	"Cabbage, raw, average"
13-469	"Asparagus, boiled, weighed as served"
13-470	"Brussels sprouts, frozen, boiled in salted water"
13-471	"Cabbage, boiled in salted water, average"
13-472	"Carrots, old, boiled in salted water"
13-473	"Carrots, young, boiled in salted water"
13-474	"Leeks, boiled in salted water"
13-477	"Parsnip, boiled in salted water"
13-460	"Tomatoes, raw"
13-414	"Courgette, fried in butter"
13-316	"Peppers, capsicum, chilli, green, raw"
13-390	"Turnip, boiled in salted water"
13-391	"Turnip, boiled in unsalted water"
13-392	"Turnip tops, boiled in unsalted water"
13-393	"Vine leaves, preserved in brine"
13-394	"Water chestnuts, raw"
13-395	"Water chestnuts, canned, drained"
13-397	"Yam, raw"
13-398	"Yam, baked"
13-399	"Yam, boiled in salted water"
13-400	"Yam, boiled in unsalted water"
13-401	"Yam, steamed"
13-448	"Carrots, young, raw"
13-413	"Aubergine, fried in blended oil"
13-447	"Carrots, old, boiled in unsalted water"
13-415	"Courgette, fried in blended oil"
13-416	"Mushrooms, common, fried in butter"
13-417	"Onions, fried in butter"
13-418	"Onions, fried in lard"
13-419	"Tomatoes, fried in lard"
17-375	"Tomatoes, sun dried"
17-376	Vegetable puree
13-442	"Asparagus, boiled in salted water"
13-443	"Brussels sprouts, frozen, boiled in unsalted water"
13-444	"Cabbage, boiled in unsalted water, average"
13-445	"Cabbage, white, raw"
13-388	"Tomatoes, cherry, raw"
13-412	"Aubergine, fried in butter"
13-240	"Endive, raw"
13-227	"Cho cho, raw"
13-228	"Cho cho, boiled in unsalted water"
13-229	"Cole leaves, dried, boiled in unsalted water"
13-230	"Courgette, raw"
13-231	"Courgette, boiled in unsalted water"
13-232	"Courgette, fried in corn oil"
13-233	"Cucumber, raw"
13-234	"Curly kale, raw"
13-235	"Curly kale, boiled in salted water"
13-236	"Drumstick leaves, raw"
13-237	"Drumstick leaves, boiled in unsalted water"
13-254	"Gourd, ridge, raw"
13-239	"Drumstick pods, boiled in unsalted water"
13-224	"Chard, Swiss, boiled in unsalted water"
13-241	"Fennel, Florence, raw"
13-242	"Fennel, Florence, boiled in salted water"
13-243	"Fenugreek leaves, raw"
13-244	"Garlic, raw"
13-245	"Gherkins, raw"
13-246	"Gherkins, pickled, drained"
13-248	"Gourd, ash, raw"
13-249	"Gourd, bottle, raw"
13-250	"Gourd, kantola, raw"
13-251	"Gourd, kantola, canned, drained"
13-252	"Gourd, karela, raw"
13-318	"Peppers, capsicum, green, raw"
13-238	"Drumstick pods, raw"
13-211	"Cassava, steamed"
13-189	"Cabbage, January King, boiled in salted water"
13-190	"Cabbage, red, raw"
13-191	"Cabbage, red, boiled in salted water"
13-192	"Cabbage, Savoy, raw"
13-193	"Cabbage, Savoy, boiled in salted water"
13-194	"Cabbage, summer, raw"
13-195	"Cabbage, summer, boiled in salted water"
13-197	"Cabbage, white, boiled in salted water"
13-198	Carob flour
13-199	Carrot juice
13-206	"Carrots, frozen, boiled in unsalted water"
13-208	"Cassava, raw"
13-226	"Chicory, boiled in salted water"
13-210	"Cassava, boiled in unsalted water"
13-225	"Chicory, raw"
13-212	"Cassava, frozen, raw"
13-213	"Cassava, gari"
13-214	Cassava chips
13-215	"Cauliflower, raw"
13-216	"Cauliflower, boiled in salted water"
13-217	"Cauliflower, boiled in unsalted water"
13-218	"Cauliflower, frozen, boiled in unsalted water"
13-219	"Celeriac, raw"
13-220	"Celeriac, boiled in salted water"
13-222	"Celery, boiled in salted water"
13-223	"Chard, Swiss, raw"
13-255	"Gourd, snake, raw"
13-209	"Cassava, baked"
13-302	"Okra, stir-fried in corn oil"
13-289	"Mushrooms, Jew's ear, tender, dried, raw"
13-290	"Mushrooms, Jew's ear, tender, dried, soaked, raw"
13-291	"Mushrooms, Jew's ear, tough, dried, raw"
13-292	"Mushrooms, Jew's ear, tough, dried, soaked, raw"
13-293	"Mushrooms, oyster, raw"
13-294	"Mushrooms, shiitake, dried, raw"
13-295	"Mushrooms, shiitake, cooked"
13-296	"Mushrooms, straw, canned, drained"
13-297	"Mustard and cress, raw"
13-298	"Mustard leaves, raw"
13-299	"Mustard leaves, boiled in unsalted water"
13-253	"Gourd, karela, canned, drained"
13-301	"Okra, boiled in unsalted water"
13-286	"Mushrooms, common, fried in corn oil"
13-303	"Okra, canned, drained"
13-304	"Onions, raw"
13-305	"Onions, baked"
13-306	"Onions, boiled in unsalted water"
13-307	"Onions, fried in corn oil"
13-308	"Onions, dried, raw"
13-309	"Onions, pickled, drained"
13-310	"Onions, pickled, cocktail/silverskin, drained"
13-311	"Papaya, unripe, raw"
13-312	"Parsnip, raw"
13-315	"Patra leaves, raw"
13-479	"Spinach, boiled in salted water"
13-300	"Okra, raw"
13-274	"Marrow, raw"
13-256	"Gourd, tinda, raw"
13-257	"Gourd, tinda, canned, drained"
13-258	"Horseradish, raw"
13-259	"Jackfruit, raw"
13-260	"Jackfruit, canned, drained"
13-261	"Kohl rabi, raw"
13-262	"Kohl rabi, boiled in salted water"
13-267	"Lettuce, butterhead, raw"
13-268	"Lettuce, Cos, raw"
13-269	"Lettuce, Iceberg, raw"
13-270	"Lettuce, Webbs, raw"
13-271	"Lotus tubers, raw"
13-288	"Mushrooms, Chinese, dried, raw"
13-273	"Mango, unripe, raw"
13-287	"Mushrooms, common, canned, re-heated, drained"
13-275	"Marrow, boiled in salted water"
13-276	"Marrow, boiled in unsalted water"
13-277	"Marrow, parwal, raw"
13-278	"Marrow, parwal, canned, drained"
13-279	"Matoki, raw"
13-280	"Matoki, boiled in salted water"
13-281	"Mixed vegetables, frozen, boiled in salted water"
13-282	"Mixed vegetables, canned, re-heated, drained"
13-283	"Mixed vegetables, stir-fry type, frozen, fried in blended oil"
13-284	"Mushrooms, common, raw"
13-285	"Mushrooms, common, boiled in salted water"
13-317	"Peppers, capsicum, chilli, red, raw"
13-272	"Lotus tubers, canned, whole contents"
